docid	eid	eiid	id
NYT19980206.0460	98	2244	59
NYT19980206.0460	99	2245	60
NYT19980206.0460	100	2246	61
NYT19980206.0460	101	2247	62
NYT19980206.0460	102	2248	63
NYT19980206.0460	104	2249	64
NYT19980206.0460	105	2250	65
NYT19980206.0460	107	2251	66
NYT19980206.0460	109	2252	67
NYT19980206.0460	115	2253	68
NYT19980206.0460	254	2254	69
NYT19980206.0460	117	2255	70
NYT19980206.0460	256	2256	71
NYT19980206.0460	122	2257	72
NYT19980206.0460	257	2258	73
NYT19980206.0460	134	2259	74
NYT19980206.0460	137	2260	75
NYT19980206.0460	140	2261	76
NYT19980206.0460	258	2262	77
NYT19980206.0460	145	2263	78
NYT19980206.0460	146	2264	79
NYT19980206.0460	148	2265	80
NYT19980206.0460	151	2266	81
NYT19980206.0460	259	2267	82
NYT19980206.0460	155	2268	83
NYT19980206.0460	160	2269	84
NYT19980206.0460	162	2270	85
NYT19980206.0460	163	2271	86
NYT19980206.0460	164	2272	87
NYT19980206.0460	166	2274	88
NYT19980206.0460	168	2276	89
NYT19980206.0460	169	2277	90
NYT19980206.0460	171	2278	91
NYT19980206.0460	174	2279	92
NYT19980206.0460	176	2280	93
NYT19980206.0460	178	2281	94
NYT19980206.0460	179	2282	95
NYT19980206.0460	181	2283	96
NYT19980206.0460	183	2284	97
NYT19980206.0460	186	2285	98
NYT19980206.0460	187	2286	99
NYT19980206.0466	44	512	0
NYT19980206.0466	8	516	1
NYT19980206.0466	50	520	2
NYT19980206.0466	11	525	3
NYT19980206.0466	57	527	4
NYT19980206.0466	13	529	5
NYT19980206.0466	16	530	6
NYT19980206.0466	58	531	7
NYT19980206.0466	59	532	8
NYT19980206.0466	17	533	9
NYT19980206.0466	60	534	10
NYT19980206.0466	61	535	11
NYT19980206.0466	62	536	12
NYT19980206.0466	18	537	13
NYT19980206.0466	19	538	14
NYT19980206.0466	20	539	15
NYT19980206.0466	65	542	16
NYT19980206.0466	21	543	17
NYT19980206.0466	66	544	18
NYT19980206.0466	67	545	19
NYT19980206.0466	69	546	20
NYT19980206.0466	23	547	21
NYT19980206.0466	24	548	22
NYT19980206.0466	25	549	23
NYT19980206.0466	26	550	24
NYT19980206.0466	80	552	25
NYT19980206.0466	27	553	26
NYT19980206.0466	81	554	27
NYT19980206.0466	83	555	28
PRI19980121.2000.2591	1985	1998	0
PRI19980121.2000.2591	2	2000	1
PRI19980121.2000.2591	4	2001	2
PRI19980121.2000.2591	5	2002	3
PRI19980121.2000.2591	6	2004	4
PRI19980121.2000.2591	10	2006	5
PRI19980121.2000.2591	11	2007	6
PRI19980121.2000.2591	12	2008	7
PRI19980121.2000.2591	1989	2009	8
PRI19980121.2000.2591	19	2010	9
PRI19980121.2000.2591	22	2013	10
PRI19980121.2000.2591	25	2015	11
PRI19980121.2000.2591	26	2016	12
PRI19980121.2000.2591	30	2019	13
PRI19980205.2000.1890	1	158	0
PRI19980205.2000.1890	2	159	1
PRI19980205.2000.1890	32	160	2
PRI19980205.2000.1890	3	161	3
PRI19980205.2000.1890	4	162	4
PRI19980205.2000.1890	6	163	5
PRI19980205.2000.1890	7	164	6
PRI19980205.2000.1890	8	165	7
PRI19980205.2000.1890	9	166	8
PRI19980205.2000.1890	11	167	9
PRI19980205.2000.1890	13	168	10
PRI19980205.2000.1890	14	169	11
PRI19980205.2000.1890	34	171	12
PRI19980205.2000.1890	19	174	13
PRI19980205.2000.1890	21	175	14
PRI19980205.2000.1890	24	176	15
PRI19980205.2000.1890	38	177	16
PRI19980205.2000.1890	27	178	17
PRI19980205.2000.1890	28	179	18
PRI19980205.2000.1890	29	180	19
PRI19980205.2000.1998	1	2001	0
PRI19980205.2000.1998	4	2003	1
PRI19980205.2000.1998	6	2005	2
PRI19980205.2000.1998	7	2006	3
PRI19980205.2000.1998	9	2007	4
PRI19980205.2000.1998	10	2009	5
PRI19980205.2000.1998	12	2011	6
PRI19980205.2000.1998	14	2012	7
PRI19980205.2000.1998	19	2013	8
PRI19980205.2000.1998	22	2015	9
PRI19980205.2000.1998	24	2016	10
PRI19980205.2000.1998	25	2017	11
PRI19980205.2000.1998	49	2018	12
PRI19980205.2000.1998	28	2019	13
PRI19980213.2000.0313	1	203	0
PRI19980213.2000.0313	40	204	1
PRI19980213.2000.0313	3	205	2
PRI19980213.2000.0313	41	206	3
PRI19980213.2000.0313	42	207	4
PRI19980213.2000.0313	5	208	5
PRI19980213.2000.0313	6	209	6
PRI19980213.2000.0313	8	211	7
PRI19980213.2000.0313	9	212	8
PRI19980213.2000.0313	43	213	9
PRI19980213.2000.0313	11	214	10
PRI19980213.2000.0313	16	216	11
PRI19980213.2000.0313	17	217	12
PRI19980213.2000.0313	18	218	13
PRI19980213.2000.0313	19	219	14
PRI19980213.2000.0313	45	220	15
PRI19980213.2000.0313	20	221	16
PRI19980213.2000.0313	21	222	17
PRI19980213.2000.0313	23	223	18
PRI19980213.2000.0313	25	224	19
PRI19980213.2000.0313	29	225	20
PRI19980213.2000.0313	31	226	21
PRI19980213.2000.0313	32	227	22
PRI19980213.2000.0313	33	228	23
PRI19980213.2000.0313	47	230	24
PRI19980213.2000.0313	36	231	25
ea980120.1830.0071	116	242	0
ea980120.1830.0071	61	199	1
ea980120.1830.0071	62	200	2
ea980120.1830.0071	117	243	3
ea980120.1830.0071	3	202	4
ea980120.1830.0071	4	203	5
ea980120.1830.0071	65	205	6
ea980120.1830.0071	8	206	7
ea980120.1830.0071	9	207	8
ea980120.1830.0071	11	208	9
ea980120.1830.0071	15	209	10
ea980120.1830.0071	66	212	11
ea980120.1830.0071	16	214	12
ea980120.1830.0071	17	216	13
ea980120.1830.0071	3000	0	14
ea980120.1830.0071	23	219	15
ea980120.1830.0071	24	220	16
ea980120.1830.0071	25	221	17
ea980120.1830.0071	26	222	18
ea980120.1830.0071	28	223	19
ea980120.1830.0071	29	224	20
ea980120.1830.0071	3001	0	21
ea980120.1830.0071	31	226	22
ea980120.1830.0071	32	227	23
ea980120.1830.0071	70	228	24
ea980120.1830.0071	33	229	25
ea980120.1830.0071	34	230	26
ea980120.1830.0071	36	231	27
ea980120.1830.0071	38	232	28
ea980120.1830.0071	40	234	29
ea980120.1830.0071	72	235	30
ea980120.1830.0071	41	236	31
ea980120.1830.0071	42	237	32
ea980120.1830.0071	43	238	33
ea980120.1830.0071	44	239	34
ea980120.1830.0071	46	240	35
ea980120.1830.0071	49	241	36
ea980120.1830.0456	1	99	0
ea980120.1830.0456	2	100	1
ea980120.1830.0456	5	102	2
ea980120.1830.0456	6	103	3
ea980120.1830.0456	7	104	4
ea980120.1830.0456	20	111	5
ea980120.1830.0456	9	107	6
ea980120.1830.0456	10	108	7
ea980120.1830.0456	11	109	8
ea980120.1830.0456	12	110	9
APW19980227.0487	1	388	0
APW19980227.0487	2	389	1
APW19980227.0487	3	390	2
APW19980227.0487	4	391	3
APW19980227.0487	8	393	4
APW19980227.0487	9	394	5
APW19980227.0487	10	395	6
APW19980227.0487	12	397	7
APW19980227.0487	13	398	8
APW19980227.0487	15	399	9
APW19980227.0487	16	400	10
APW19980227.0487	17	401	11
APW19980227.0487	18	402	12
APW19980227.0487	19	403	13
APW19980227.0487	20	404	14
APW19980227.0487	21	405	15
APW19980227.0487	22	406	16
APW19980227.0487	23	407	17
APW19980227.0487	24	408	18
APW19980227.0487	25	409	19
APW19980227.0487	26	410	20
APW19980227.0487	27	411	21
APW19980227.0487	28	412	22
APW19980227.0487	29	413	23
APW19980227.0487	30	414	24
APW19980227.0487	34	416	25
APW19980227.0487	35	417	26
APW19980227.0487	36	418	27
APW19980227.0487	37	419	28
APW19980227.0487	38	420	29
APW19980227.0487	39	421	30
APW19980227.0487	40	422	31
APW19980227.0487	41	423	32
APW19980227.0487	42	424	33
APW19980227.0487	43	425	34
APW19980227.0487	44	426	35
APW19980227.0487	45	427	36
APW19980227.0487	46	428	37
APW19980227.0487	48	430	38
APW19980227.0487	49	431	39
APW19980227.0487	50	432	40
APW19980227.0487	51	433	41
APW19980227.0487	53	435	42
APW19980227.0487	54	436	43
APW19980227.0487	56	437	44
APW19980227.0487	57	438	45
APW19980227.0487	58	439	46
APW19980227.0487	59	440	47
APW19980227.0487	60	441	48
APW19980227.0487	61	442	49
APW19980227.0487	62	443	50
APW19980227.0487	63	444	51
APW19980227.0487	64	445	52
APW19980227.0487	65	446	53
APW19980227.0487	66	447	54
CNN19980223.1130.0960	26	148	0
CNN19980223.1130.0960	1	149	1
CNN19980223.1130.0960	27	150	2
CNN19980223.1130.0960	28	151	3
CNN19980223.1130.0960	29	152	4
CNN19980223.1130.0960	34	154	5
CNN19980223.1130.0960	33	155	6
CNN19980223.1130.0960	37	156	7
CNN19980223.1130.0960	10	159	8
CNN19980223.1130.0960	11	160	9
CNN19980223.1130.0960	12	161	10
CNN19980223.1130.0960	13	162	11
CNN19980223.1130.0960	14	163	12
CNN19980223.1130.0960	15	165	13
CNN19980223.1130.0960	18	167	14
CNN19980223.1130.0960	39	168	15
NYT19980212.0019	1	210	0
NYT19980212.0019	2	211	1
NYT19980212.0019	4	212	2
NYT19980212.0019	6	213	3
NYT19980212.0019	7	214	4
NYT19980212.0019	9	215	5
NYT19980212.0019	49	216	6
NYT19980212.0019	10	217	7
NYT19980212.0019	11	218	8
NYT19980212.0019	12	219	9
NYT19980212.0019	13	220	10
NYT19980212.0019	14	221	11
NYT19980212.0019	15	222	12
NYT19980212.0019	17	223	13
NYT19980212.0019	18	224	14
NYT19980212.0019	19	225	15
NYT19980212.0019	20	226	16
NYT19980212.0019	50	227	17
NYT19980212.0019	21	228	18
NYT19980212.0019	22	229	19
NYT19980212.0019	51	230	20
NYT19980212.0019	25	231	21
NYT19980212.0019	26	232	22
NYT19980212.0019	27	233	23
NYT19980212.0019	29	234	24
NYT19980212.0019	30	235	25
NYT19980212.0019	34	236	26
NYT19980212.0019	35	237	27
NYT19980212.0019	36	238	28
NYT19980212.0019	39	239	29
NYT19980212.0019	40	240	30
PRI19980216.2000.0170	1	222	0
PRI19980216.2000.0170	2	223	1
PRI19980216.2000.0170	37	224	2
PRI19980216.2000.0170	27	225	3
PRI19980216.2000.0170	57	226	4
PRI19980216.2000.0170	6	227	5
PRI19980216.2000.0170	7	228	6
PRI19980216.2000.0170	74	229	7
PRI19980216.2000.0170	75	230	8
PRI19980216.2000.0170	8	231	9
PRI19980216.2000.0170	9	232	10
PRI19980216.2000.0170	60	233	11
PRI19980216.2000.0170	186	234	12
PRI19980216.2000.0170	46	235	13
PRI19980216.2000.0170	13	237	14
PRI19980216.2000.0170	14	238	15
PRI19980216.2000.0170	16	239	16
PRI19980216.2000.0170	18	240	17
PRI19980216.2000.0170	19	241	18
PRI19980216.2000.0170	20	242	19
PRI19980216.2000.0170	28	243	20
PRI19980216.2000.0170	22	244	21
PRI19980216.2000.0170	23	245	22
ed980111.1130.0089	21	152	0
ed980111.1130.0089	22	153	1
ed980111.1130.0089	25	154	2
ed980111.1130.0089	1	155	3
ed980111.1130.0089	2	156	4
ed980111.1130.0089	3	157	5
ed980111.1130.0089	27	158	6
ed980111.1130.0089	4	159	7
ed980111.1130.0089	5	160	8
ed980111.1130.0089	6	162	9
ed980111.1130.0089	7	163	10
ed980111.1130.0089	8	164	11
ed980111.1130.0089	9	165	12
ed980111.1130.0089	10	166	13
ed980111.1130.0089	32	167	14
ed980111.1130.0089	12	169	15
APW19980227.0489	2	2055	0
APW19980227.0489	3	2056	1
APW19980227.0489	4	2057	2
APW19980227.0489	5	2058	3
APW19980227.0489	6	2059	4
APW19980227.0489	7	2060	5
APW19980227.0489	8	2061	6
APW19980227.0489	9	2062	7
APW19980227.0489	10	2063	8
APW19980227.0489	11	2064	9
APW19980227.0489	12	2065	10
APW19980227.0489	14	2066	11
APW19980227.0489	15	2067	12
APW19980227.0489	16	2068	13
APW19980227.0489	17	2069	14
APW19980227.0489	18	2070	15
APW19980227.0489	19	2071	16
APW19980227.0489	20	2072	17
APW19980227.0489	22	2073	18
APW19980227.0489	24	2074	19
APW19980227.0489	25	2075	20
APW19980227.0489	27	2077	21
APW19980227.0489	29	2079	22
APW19980227.0489	30	2080	23
APW19980227.0489	31	2081	24
APW19980227.0489	32	2082	25
APW19980227.0489	33	2083	26
APW19980227.0489	34	2084	27
APW19980227.0489	35	2085	28
APW19980227.0494	1	2306	0
APW19980227.0494	2	2307	1
APW19980227.0494	3	2308	2
APW19980227.0494	4	2309	3
APW19980227.0494	8	2310	4
APW19980227.0494	10	2311	5
APW19980227.0494	11	2312	6
APW19980227.0494	12	2313	7
APW19980227.0494	15	2314	8
APW19980227.0494	16	2315	9
APW19980227.0494	17	2316	10
APW19980227.0494	18	2317	11
APW19980227.0494	20	2318	12
APW19980227.0494	22	2319	13
APW19980227.0494	28	2320	14
APW19980227.0494	29	2321	15
APW19980227.0494	32	2322	16
APW19980227.0494	34	2323	17
APW19980227.0494	37	2324	18
APW19980227.0494	41	2325	19
APW19980227.0494	43	2326	20
APW19980227.0494	44	2327	21
APW19980227.0494	45	2328	22
APW19980227.0494	46	2329	23
APW19980227.0494	48	2330	24
APW19980227.0494	50	2332	25
APW19980227.0494	53	2333	26
APW19980227.0494	55	2334	27
APW19980227.0494	56	2335	28
APW19980227.0494	58	2336	29
APW19980227.0494	59	2337	30
APW19980227.0494	61	2338	31
APW19980227.0494	62	2339	32
APW19980227.0494	64	2340	33
APW19980227.0494	65	2341	34
APW19980227.0494	66	2342	35
APW19980227.0494	69	2343	36
APW19980227.0494	156	2344	37
APW19980227.0494	71	2345	38
APW19980227.0494	72	2346	39
APW19980227.0494	74	2347	40
APW19980227.0494	75	2348	41
APW19980227.0494	77	2349	42
APW19980227.0494	82	2350	43
APW19980227.0494	83	2351	44
APW19980227.0494	84	2352	45
APW19980227.0494	86	2353	46
APW19980227.0494	87	2354	47
APW19980227.0494	89	2355	48
APW19980227.0494	90	2356	49
APW19980227.0494	92	2357	50
APW19980227.0494	93	2358	51
APW19980227.0494	98	2359	52
APW19980227.0494	158	2360	53
APW19980227.0494	99	2361	54
APW19980227.0494	101	2362	55
APW19980227.0494	102	2363	56
APW19980227.0494	105	2364	57
APW19980227.0494	106	2365	58
APW19980227.0494	107	2366	59
APW19980227.0494	111	2367	60
APW19980227.0494	112	2368	61
APW19980227.0494	113	2369	62
APW19980227.0494	114	2370	63
APW19980227.0494	116	2371	64
APW19980227.0494	118	2372	65
APW19980227.0494	119	2373	66
APW19980227.0494	121	2374	67
APW19980227.0494	123	2375	68
APW19980227.0494	125	2376	69
APW19980308.0201	2	193	0
APW19980308.0201	62	194	1
APW19980308.0201	47	195	2
APW19980308.0201	75	196	3
APW19980308.0201	76	197	4
APW19980308.0201	49	198	5
APW19980308.0201	77	199	6
APW19980308.0201	13	200	7
APW19980308.0201	14	201	8
APW19980308.0201	50	202	9
APW19980308.0201	116	203	10
APW19980308.0201	18	204	11
APW19980308.0201	22	205	12
APW19980308.0201	23	206	13
APW19980308.0201	25	207	14
APW19980308.0201	27	208	15
APW19980308.0201	29	210	16
APW19980308.0201	30	211	17
APW19980308.0201	31	212	18
APW19980308.0201	34	213	19
APW19980308.0201	72	215	20
APW19980308.0201	36	216	21
APW19980308.0201	38	217	22
APW19980308.0201	40	219	23
APW19980308.0201	41	220	24
APW19980418.0210	2	2126	0
APW19980418.0210	3	2127	1
APW19980418.0210	4	2128	2
APW19980418.0210	7	2129	3
APW19980418.0210	8	2130	4
APW19980418.0210	11	2132	5
APW19980418.0210	12	2133	6
APW19980418.0210	14	2134	7
APW19980418.0210	2000	2135	8
APW19980418.0210	15	2136	9
APW19980418.0210	16	2138	10
APW19980418.0210	17	2140	11
APW19980418.0210	21	2141	12
APW19980418.0210	22	2142	13
APW19980418.0210	23	2144	14
APW19980418.0210	24	2146	15
APW19980418.0210	25	2147	16
APW19980418.0210	26	2148	17
APW19980418.0210	27	2149	18
CNN19980126.1600.1104	1	255	0
CNN19980126.1600.1104	3	257	1
CNN19980126.1600.1104	39	258	2
CNN19980126.1600.1104	4	261	3
CNN19980126.1600.1104	7	262	4
CNN19980126.1600.1104	42	263	5
CNN19980126.1600.1104	9	265	6
CNN19980126.1600.1104	206	288	7
CNN19980126.1600.1104	14	268	8
CNN19980126.1600.1104	46	269	9
CNN19980126.1600.1104	22	274	10
CNN19980126.1600.1104	48	275	11
CNN19980126.1600.1104	24	276	12
CNN19980126.1600.1104	25	277	13
CNN19980126.1600.1104	27	279	14
CNN19980126.1600.1104	29	282	15
CNN19980126.1600.1104	204	283	16
CNN19980126.1600.1104	30	284	17
CNN19980126.1600.1104	52	285	18
CNN19980213.2130.0155	1	573	0
CNN19980213.2130.0155	2	574	1
CNN19980213.2130.0155	3	575	2
CNN19980213.2130.0155	4	576	3
CNN19980213.2130.0155	103	577	4
CNN19980213.2130.0155	6	578	5
CNN19980213.2130.0155	7	579	6
CNN19980213.2130.0155	9	580	7
CNN19980213.2130.0155	10	581	8
CNN19980213.2130.0155	13	582	9
CNN19980213.2130.0155	15	583	10
CNN19980213.2130.0155	17	584	11
CNN19980213.2130.0155	19	585	12
CNN19980213.2130.0155	21	586	13
CNN19980213.2130.0155	22	587	14
CNN19980213.2130.0155	23	588	15
CNN19980213.2130.0155	24	589	16
CNN19980213.2130.0155	26	590	17
CNN19980213.2130.0155	29	593	18
CNN19980213.2130.0155	31	594	19
CNN19980213.2130.0155	34	596	20
CNN19980213.2130.0155	35	597	21
CNN19980213.2130.0155	36	598	22
CNN19980213.2130.0155	39	599	23
CNN19980213.2130.0155	113	600	24
CNN19980213.2130.0155	40	601	25
CNN19980213.2130.0155	43	602	26
CNN19980213.2130.0155	45	603	27
CNN19980213.2130.0155	46	604	28
CNN19980213.2130.0155	47	605	29
CNN19980213.2130.0155	117	606	30
CNN19980213.2130.0155	118	607	31
CNN19980213.2130.0155	52	609	32
CNN19980213.2130.0155	54	610	33
CNN19980213.2130.0155	56	611	34
CNN19980213.2130.0155	57	612	35
CNN19980213.2130.0155	58	613	36
CNN19980213.2130.0155	60	617	37
CNN19980213.2130.0155	61	618	38
CNN19980213.2130.0155	62	619	39
CNN19980213.2130.0155	63	620	40
CNN19980213.2130.0155	67	621	41
CNN19980213.2130.0155	128	622	42
CNN19980213.2130.0155	129	623	43
CNN19980213.2130.0155	68	624	44
CNN19980213.2130.0155	70	625	45
CNN19980213.2130.0155	72	626	46
CNN19980213.2130.0155	73	627	47
CNN19980213.2130.0155	74	628	48
CNN19980213.2130.0155	137	629	49
CNN19980213.2130.0155	78	630	50
CNN19980213.2130.0155	141	631	51
CNN19980213.2130.0155	80	632	52
CNN19980213.2130.0155	144	633	53
CNN19980213.2130.0155	82	634	54
CNN19980213.2130.0155	84	635	55
CNN19980213.2130.0155	146	636	56
CNN19980213.2130.0155	87	637	57
NYT19980402.0453	1	2217	0
NYT19980402.0453	45	2218	1
NYT19980402.0453	2	2219	2
NYT19980402.0453	4	2220	3
NYT19980402.0453	5	2221	4
NYT19980402.0453	6	2222	5
NYT19980402.0453	7	2223	6
NYT19980402.0453	8	2225	7
NYT19980402.0453	9	2226	8
NYT19980402.0453	10	2227	9
NYT19980402.0453	50	2228	10
NYT19980402.0453	12	2229	11
NYT19980402.0453	13	2231	12
NYT19980402.0453	2025	2234	13
NYT19980402.0453	14	2235	14
NYT19980402.0453	15	2236	15
NYT19980402.0453	17	2237	16
NYT19980402.0453	59	2239	17
NYT19980402.0453	2065	2240	18
NYT19980402.0453	21	2242	19
NYT19980402.0453	2072	2243	20
NYT19980402.0453	2093	2244	21
NYT19980402.0453	22	2245	22
NYT19980402.0453	23	2246	23
NYT19980402.0453	24	2247	24
NYT19980402.0453	25	2248	25
NYT19980402.0453	26	2249	26
NYT19980402.0453	27	2250	27
NYT19980402.0453	29	2251	28
NYT19980402.0453	30	2252	29
NYT19980402.0453	31	2254	30
NYT19980402.0453	66	2255	31
NYT19980402.0453	33	2256	32
NYT19980402.0453	2164	2257	33
NYT19980402.0453	34	2258	34
NYT19980402.0453	35	2259	35
NYT19980402.0453	36	2260	36
NYT19980402.0453	65	2261	37
NYT19980402.0453	38	2262	38
NYT19980402.0453	40	2263	39
NYT19980402.0453	41	2264	40
NYT19980402.0453	60	2265	41
NYT19980402.0453	42	2266	42
PRI19980115.2000.0186	1	2268	0
PRI19980115.2000.0186	3	2270	1
PRI19980115.2000.0186	1998	2271	2
PRI19980115.2000.0186	2000	2272	3
PRI19980115.2000.0186	5	2274	4
PRI19980115.2000.0186	7	2275	5
PRI19980115.2000.0186	8	2276	6
PRI19980115.2000.0186	9	2277	7
PRI19980115.2000.0186	10	2278	8
PRI19980115.2000.0186	11	2279	9
PRI19980115.2000.0186	13	2282	10
PRI19980115.2000.0186	2003	2283	11
PRI19980115.2000.0186	14	2284	12
PRI19980115.2000.0186	15	2285	13
PRI19980115.2000.0186	2004	2286	14
PRI19980115.2000.0186	2008	2287	15
PRI19980115.2000.0186	17	2288	16
PRI19980115.2000.0186	2007	2289	17
PRI19980115.2000.0186	18	2290	18
PRI19980115.2000.0186	19	2291	19
PRI19980115.2000.0186	20	2293	20
PRI19980115.2000.0186	22	2294	21
PRI19980115.2000.0186	23	2296	22
PRI19980115.2000.0186	2039	2297	23
PRI19980115.2000.0186	24	2298	24
PRI19980115.2000.0186	2010	2299	25
PRI19980115.2000.0186	2011	2300	26
PRI19980306.2000.1675	20	194	0
PRI19980306.2000.1675	21	195	1
PRI19980306.2000.1675	22	196	2
PRI19980306.2000.1675	3	198	3
PRI19980306.2000.1675	5	200	4
PRI19980306.2000.1675	24	201	5
PRI19980306.2000.1675	6	202	6
PRI19980306.2000.1675	7	203	7
PRI19980306.2000.1675	8	204	8
PRI19980306.2000.1675	25	205	9
PRI19980306.2000.1675	10	206	10
PRI19980306.2000.1675	30	207	11
PRI19980306.2000.1675	11	209	12
PRI19980306.2000.1675	27	210	13
PRI19980306.2000.1675	13	211	14
PRI19980306.2000.1675	14	212	15
PRI19980306.2000.1675	32	213	16
PRI19980306.2000.1675	35	214	17
PRI19980306.2000.1675	16	215	18
PRI19980306.2000.1675	36	216	19
PRI19980306.2000.1675	37	217	20
