docid,text_quang,text_us,QuangAnnotation,ProposedEvent1,ProposedEvent2,ProposedTlink
2010.01.18.sherlock.holmes.tourism.london,""" I think Hollywood has <put> its magic touch on the legend , and they 've put , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum said .  "" So any new perspective , any new angle always just helps to <perpetuate> the legend of Sherlock Holmes . ",""" I <e19:think> Hollywood has <e20:put> its magic touch on the legend , and they 've <e21:put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum <e25:said> .  "" So any new perspective , any new angle always just helps to perpetuate the legend of Sherlock Holmes .",put causes perpetuate,,,
2010.01.18.sherlock.holmes.tourism.london,""" I think Hollywood has <put> its magic touch on the legend , and they 've put , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what <makes> these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum said . ",""" I <e19:think> Hollywood has <e20:put> its magic touch on the legend , and they 've <e21:put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum <e25:said> . ",put causes makes,,,
2010.01.18.sherlock.holmes.tourism.london,""" I think Hollywood has put its magic touch on the legend , and they 've <put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum said .  "" So any new perspective , any new angle always just helps to <perpetuate> the legend of Sherlock Holmes . ",""" I <e19:think> Hollywood has <e20:put> its magic touch on the legend , and they 've <e21:put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum <e25:said> .  "" So any new perspective , any new angle always just helps to perpetuate the legend of Sherlock Holmes .",put causes perpetuate,,,
2010.01.18.sherlock.holmes.tourism.london,""" Even if a small percentage of those come to <visit> Britain as a result of this particular film , that 's going to have a huge boost in some of those tourism attractions <featured> in our promotion . "" ",""" Even if a small percentage of those come to <e9:visit> Britain as a result of this particular film , that 's going to have a huge boost in some of those tourism attractions featured in our promotion . ",featured causes visit,,,
2010.01.18.sherlock.holmes.tourism.london,""" I think Hollywood has put its magic touch on the legend , and they 've <put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what <makes> these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum said . ",""" I <e19:think> Hollywood has <e20:put> its magic touch on the legend , and they 've <e21:put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum <e25:said> . ",put causes makes,,,
2010.01.18.sherlock.holmes.tourism.london,""" I think Hollywood has <put> its magic touch on the legend , and they 've put , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum said .  "" So any new perspective , any new angle always just <helps> to perpetuate the legend of Sherlock Holmes . ",""" I <e19:think> Hollywood has <e20:put> its magic touch on the legend , and they 've <e21:put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum <e25:said> .  "" So any new perspective , any new angle always just helps to perpetuate the legend of Sherlock Holmes .",put causes helps,,,
2010.01.18.sherlock.holmes.tourism.london,""" I think Hollywood has put its magic touch on the legend , and they 've <put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum said .  "" So any new perspective , any new angle always just <helps> to perpetuate the legend of Sherlock Holmes . ",""" I <e19:think> Hollywood has <e20:put> its magic touch on the legend , and they 've <e21:put> , as it were , a magnifying glass over the character and of course things you could say are slightly exaggerated , but that 's the wont of Hollywood and that 's what makes these blockbusters successful , "" John Riley , Assistant Curator of the Sherlock Holmes Museum <e25:said> .  "" So any new perspective , any new angle always just helps to perpetuate the legend of Sherlock Holmes .",put causes helps,,,
2010.01.18.uk.israel.livni,"But Livni , who is no longer in the Israeli government , defended the former government 's decision to go to war , saying that the campaign was needed to <confront> rocket <attacks> by Palestinian movement Hamas on Israeli civilians , particularly those living in southern Israel . ","But Livni , who is no longer in the Israeli government , <e19:defended> the former government 's decision to <e20:go> to war , <e22:saying> that the campaign was <e23:needed> to confront rocket attacks by Palestinian movement Hamas on Israeli civilians , particularly those living in southern Israel . ",attacks causes confront,,,
2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers , but that she did not necessarily <support> a public inquiry in Israel , unless it <helped> Israeli soldiers when they traveled outside Israel . ",""" She <e33:said> that the Israeli military had already <e34:conducted> its own investigation into the actions of its soldiers , but that she did not necessarily support a public inquiry in Israel , unless it <e36:helped> Israeli soldiers when they <e37:traveled> outside Israel . ",helped causes support,,,
2010.01.18.uk.israel.livni,"But Livni , who is no longer in the Israeli government , defended the former government 's decision to go to <war> , saying that the campaign was needed to confront rocket <attacks> by Palestinian movement Hamas on Israeli civilians , particularly those living in southern Israel . ","But Livni , who is no longer in the Israeli government , <e19:defended> the former government 's decision to <e20:go> to war , <e22:saying> that the campaign was <e23:needed> to confront rocket attacks by Palestinian movement Hamas on Israeli civilians , particularly those living in southern Israel . ",attacks causes war,,,
2010.01.18.uk.israel.livni,"But Livni , who is no longer in the Israeli government , defended the former government 's decision to go to war , saying that the <campaign> was needed to <confront> rocket attacks by Palestinian movement Hamas on Israeli civilians , particularly those living in southern Israel . ","But Livni , who is no longer in the Israeli government , <e19:defended> the former government 's decision to <e20:go> to war , <e22:saying> that the campaign was <e23:needed> to confront rocket attacks by Palestinian movement Hamas on Israeli civilians , particularly those living in southern Israel . ",confront causes campaign,,,
2010.01.18.uk.israel.livni,"Tzipi Livni , leader of a key Israeli opposition party , said Monday she would be willing to <face> arrest to <challenge> the validity of war crimes charges reportedly filed against her in a British court . ","Tzipi Livni , leader of a key Israeli opposition party , <e1:said> Monday she would be willing to face arrest to <e3:challenge> the validity of war crimes charges reportedly <e4:filed> against her in a British court . ",challenge causes face,,,
2010.01.18.uk.israel.livni,"Tzipi Livni , leader of a key Israeli opposition party , said Monday she would be willing to face arrest to <challenge> the validity of war crimes charges reportedly filed against her in a British court .  "" For me , this is not a question , "" Livni told CNN 's Christiane Amanpour , when asked whether she was willing to <face> arrest . ","Tzipi Livni , leader of a key Israeli opposition party , <e1:said> Monday she would be willing to face arrest to <e3:challenge> the validity of war crimes charges reportedly <e4:filed> against her in a British court .  "" For me , this is not a question , "" Livni <e5:told> CNN 's Christiane Amanpour , when <e6:asked> whether she was willing to face arrest . ",challenge causes face,e6,e5,before
2010.01.18.uk.israel.livni,The United Nations and some human-rights groups have <blamed> Israel and Hamas for human rights <abuses> during the conflict . ,The United Nations and some human-rights groups have <e18:blamed> Israel and Hamas for human rights abuses during the conflict . ,abuses causes blamed,,,
2010.01.18.uk.israel.livni,"Tzipi Livni , leader of a key Israeli opposition party , said Monday she would be willing to face arrest to <challenge> the validity of war crimes <charges> reportedly filed against her in a British court . ","Tzipi Livni , leader of a key Israeli opposition party , <e1:said> Monday she would be willing to face arrest to <e3:challenge> the validity of war crimes charges reportedly <e4:filed> against her in a British court . ",charges causes challenge,,,
2010.02.05.sotu.crowley.column,"I 've been <asked> a lot of questions since the <announcement> that I will take over as anchor of CNN 's "" State of the Union . "" ","I 've been <e5:asked> a lot of questions since the announcement that I will <e6:take> over as anchor of CNN 's "" State of the Union . ",announcement causes asked,,,
2010.02.05.sotu.crowley.column,"Q : How did you manage a career while <raising> two boys as a single mother ?  I did it like millions and millions of other parents who <play> the minute-by-minute juggling act : not perfectly , but I loved them above all else and did the best I knew how . ",""" Q : How did you manage a career while <e8:raising> two boys as a single mother ?  I did it like millions and millions of other parents who play the minute-by-minute juggling act : not perfectly , but I <e11:loved> them above all else and did the best I <e13:knew> how . ",raising causes play,,,
2010.02.05.sotu.crowley.column,The first thing I <asked> was that they <help> me write this column and give me a list to answer this question . ,The first thing I <e25:asked> was that they help me write this column and give me a list to answer this question . ,asked causes help,,,
2010.02.05.sotu.crowley.column,The first thing I <asked> was that they help me <write> this column and give me a list to answer this question . ,The first thing I <e25:asked> was that they help me write this column and give me a list to answer this question . ,asked causes write,,,
2010.03.02.japan.unemployment.ft,"Consumption <rose> 1.7 per cent in January from the same period last year , based on a price-adjusted basis , thanks to government subsidies for <purchases> of automobiles and household electronics , according to a separate report released on Tuesday . ","Consumption <e20:rose> 1.7 per cent in January from the same period last year , based on a price-adjusted basis , thanks to government subsidies for purchases of automobiles and household electronics , according to a separate report <e22:released> on Tuesday . ",purchases causes rose,,,
2010.03.02.japan.unemployment.ft,"Robust exports have also <benefited> job-seekers .  Japan registered its biggest year-on-year <increase> in exports in almost 30 years in January , prompting manufacturers to hire more people who , in turn , spent more . ",""" Robust exports have also <e15:benefited> job-seekers .  Japan <e16:registered> its biggest year-on-year increase in exports in almost 30 years in January , <e17:prompting> manufacturers to <e18:hire> more people who , in turn , <e19:spent> more . ",increase causes benefited,"e15, e18","e16, e19","before, before"
2010.03.02.japan.unemployment.ft,"Since hitting a record 5.6 per cent in July last year , Japan 's jobless rate has been <falling> steadily after it launched an emergency programme to <create> 100,000 jobs in October to ease the worsening social effects of high unemployment . ","Since <e23:hitting> a record 5.6 per cent in July last year , Japan 's jobless rate has been <e24:falling> steadily after it <e25:launched> an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment . ",create causes falling,e25,e24,before
2010.03.02.japan.unemployment.ft,"Japan 's unemployment rate <fell> below 5 per cent for the first time in a year in January , according to data released on Tuesday , as strong exports fed into a strengthening economic <recovery> . ","Japan 's unemployment rate <e1:fell> below 5 per cent for the first time in a year in January , according to data <e3:released> on Tuesday , as strong exports <e4:fed> into a strengthening economic recovery . ",recovery causes fell,,,
2010.03.02.japan.unemployment.ft,""" The economic <recovery> in Japan is filtering through to more jobs , "" said Matthew Circosta , economist at Moody 's Economy.com .  "" Labour supply <rose> , after declining for the last three months . ",""" The economic recovery in Japan is <e8:filtering> through to more jobs , "" <e9:said> Matthew Circosta , economist at Moody 's Economy.com .  "" Labour supply <e10:rose> , after <e11:declining> for the last three months . ",recovery causes rose,e8,e10,before
2010.03.02.japan.unemployment.ft,"Japan 's unemployment rate fell below 5 per cent for the first time in a year in January , according to data released on Tuesday , as strong exports fed into a strengthening economic <recovery> .  In January , the jobless rate <dropped> to 4.9 per cent , the lowest since March 2009 , down from a revised 5.2 per cent in December . ","Japan 's unemployment rate <e1:fell> below 5 per cent for the first time in a year in January , according to data <e3:released> on Tuesday , as strong exports <e4:fed> into a strengthening economic recovery .  In January , the jobless rate <e5:dropped> to 4.9 per cent , the lowest since March 2009 , down from a revised 5.2 per cent in December . ",recovery causes dropped,"e4, e4","e1, e5","before, before"
2010.03.02.japan.unemployment.ft,"Encouragingly , the <improvement> in business sentiment and perceptions of employment conditions in recent months seems to have <encouraged> workers back into the labour force , which is being absorbed by increased hiring . "" ","Encouragingly , the improvement in business sentiment and perceptions of employment conditions in recent months <e12:seems> to have <e13:encouraged> workers back into the labour force , which is being <e14:absorbed> by increased hiring . ",improvement causes encouraged,,,
2010.03.02.japan.unemployment.ft,"Encouragingly , the improvement in business sentiment and perceptions of employment conditions in recent months seems to have encouraged workers back into the labour force , which is being <absorbed> by <increased> hiring . "" ","Encouragingly , the improvement in business sentiment and perceptions of employment conditions in recent months <e12:seems> to have <e13:encouraged> workers back into the labour force , which is being <e14:absorbed> by increased hiring . ",increased causes absorbed,,,
2010.03.02.japan.unemployment.ft,"Since hitting a record 5.6 per cent in July last year , Japan 's jobless rate has been falling steadily after it <launched> an emergency programme to <create> 100,000 jobs in October to ease the worsening social effects of high unemployment . ","Since <e23:hitting> a record 5.6 per cent in July last year , Japan 's jobless rate has been <e24:falling> steadily after it <e25:launched> an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment . ",launched causes create,,,
2010.03.02.japan.unemployment.ft,"Japan registered its biggest year-on-year <increase> in exports in almost 30 years in January , prompting manufacturers to <hire> more people who , in turn , spent more . ","Japan <e16:registered> its biggest year-on-year increase in exports in almost 30 years in January , <e17:prompting> manufacturers to <e18:hire> more people who , in turn , <e19:spent> more . ",increase causes hire,,,
2010.03.02.japan.unemployment.ft,"Since hitting a record 5.6 per cent in July last year , Japan 's jobless rate has been falling <steadily> after it <launched> an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment . ","Since <e23:hitting> a record 5.6 per cent in July last year , Japan 's jobless rate has been <e24:falling> steadily after it <e25:launched> an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment . ",launched causes steadily,,,
2010.03.02.japan.unemployment.ft,"Since hitting a record 5.6 per cent in July last year , Japan 's jobless rate has been <falling> steadily after it launched an emergency programme to create 100,000 jobs in October to <ease> the worsening social effects of high unemployment . ","Since <e23:hitting> a record 5.6 per cent in July last year , Japan 's jobless rate has been <e24:falling> steadily after it <e25:launched> an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment . ",ease causes falling,,,
2010.01.08.facebook.bra.color,Rader encouraged women to take the trend one step further by visiting the Komen Web site and <getting> more information about ways to <raise> awareness . ,Rader <e42:encouraged> women to take the trend one step further by visiting the Komen Web site and getting more information about ways to <e46:raise> awareness . ,getting causes raise,,,
2010.01.08.facebook.bra.color,It 's all part of an effort to raise awareness for breast cancer by asking women to <post> the color of the bra they 're <wearing> . ,It 's all part of an effort to raise awareness for breast cancer by asking women to post the color of the bra they 're <e12:wearing> . ,wearing causes post,,,
2010.01.12.haiti.earthquake,"U.S. <intervention> under Clinton <restored> Aristide to power in 1994 after a 1991 coup , and a U.S. jet hustled him out of the country again in 2004 following a rapidly spreading uprising against his government . ","U.S. intervention under Clinton <e123:restored> Aristide to power in 1994 after a 1991 coup , and a U.S. jet <e125:hustled> him out of the country again in 2004 following a rapidly <e126:spreading> uprising against his government . ",intervention causes restored,e126,e125,before
2010.01.12.haiti.earthquake,"With people stripping the trees for fuel and to clear land for agriculture , the mountainous countryside has been heavily <deforested> .  That has led to severe <erosion> and left Haitians vulnerable to massive landslides when heavy rains fall . ","With people stripping the trees for fuel and to clear land for agriculture , the mountainous countryside has been heavily <e129:deforested> .  That has <e130:led> to severe erosion and <e131:left> Haitians vulnerable to massive landslides when heavy rains <e132:fall> . ",deforested causes erosion,"e129, e129","e130, e131","before, before"
2010.01.12.haiti.earthquake,"A major <earthquake> struck southern Haiti on Tuesday , <knocking> down buildings and power lines and inflicting what its ambassador to the United States called a catastrophe for the Western Hemisphere 's poorest nation . ","A major earthquake <e1:struck> southern Haiti on Tuesday , <e2:knocking> down buildings and power lines and <e3:inflicting> what its ambassador to the United States <e4:called> a catastrophe for the Western Hemisphere 's poorest nation . ",earthquake causes knocking,"e1, e1","e2, e3","before, before"
2010.01.12.haiti.earthquake,"U.S. intervention under Clinton restored Aristide to power in 1994 after a 1991 coup , and a U.S. jet <hustled> him out of the country again in 2004 following a rapidly spreading <uprising> against his government . ","U.S. intervention under Clinton <e123:restored> Aristide to power in 1994 after a 1991 coup , and a U.S. jet <e125:hustled> him out of the country again in 2004 following a rapidly <e126:spreading> uprising against his government . ",uprising causes hustled,,,
2010.01.12.haiti.earthquake,"With people stripping the trees for fuel and to <clear> land for agriculture , the mountainous countryside has been heavily <deforested> . ","With people stripping the trees for fuel and to clear land for agriculture , the mountainous countryside has been heavily <e129:deforested> . ",clear causes deforested,,,
2010.01.12.haiti.earthquake,"A U.S. aviation source said the control tower at the Port-au-Prince international airport <collapsed> , possibly <hindering> efforts to fly relief supplies into the country . ","A U.S. aviation source <e107:said> the control tower at the Port-au-Prince international airport <e108:collapsed> , possibly hindering efforts to fly relief supplies into the country . ",collapsed causes hindering,,,
2010.01.12.haiti.earthquake,"A major earthquake struck southern Haiti on Tuesday , <knocking> down buildings and power lines and inflicting what its ambassador to the United States called a catastrophe for the Western Hemisphere 's poorest nation .  Several eyewitnesses reported heavy <damage> and bodies in the streets of the capital , Port-au-Prince , where concrete-block homes line steep hillsides . ","A major earthquake <e1:struck> southern Haiti on Tuesday , <e2:knocking> down buildings and power lines and <e3:inflicting> what its ambassador to the United States <e4:called> a catastrophe for the Western Hemisphere 's poorest nation .  Several eyewitnesses <e5:reported> heavy damage and bodies in the streets of the capital , Port-au-Prince , where concrete-block homes line steep hillsides . ",knocking causes damage,,,
2010.01.12.haiti.earthquake,"With people <stripping> the trees for fuel and to clear land for agriculture , the mountainous countryside has been heavily <deforested> . ","With people stripping the trees for fuel and to clear land for agriculture , the mountainous countryside has been heavily <e129:deforested> . ",stripping causes deforested,,,
2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive <landslides> when heavy rains <fall> . ,That has <e130:led> to severe erosion and <e131:left> Haitians vulnerable to massive landslides when heavy rains <e132:fall> . ,fall causes landslides,,,
2010.01.12.turkey.israel,"That session came one day after Israeli Deputy Foreign Minister Danny Ayalon <summoned> the Turkish ambassador to <complain> about the television show that Israel found offensive , a spokesman for Ayalon said . ","That session <e10:came> one day after Israeli Deputy Foreign Minister Danny Ayalon <e11:summoned> the Turkish ambassador to complain about the television show that Israel <e13:found> offensive , a spokesman for Ayalon <e14:said> . ",complain causes summoned,e13,e11,before
2010.01.12.turkey.israel,There had been media speculation that Ayalon 's <summons> was designed to <sabotage> a trip to Ankara Sunday by Israeli Defense Minister Ehud Barak . ,There had been media speculation that Ayalon 's summons was <e36:designed> to sabotage a trip to Ankara Sunday by Israeli Defense Minister Ehud Barak . ,sabotage causes summons,,,
2010.01.12.turkey.israel,"Afterward , Ayalon tweeted that he had "" Told Turk Amb that this is an intolerable <situation> which <endangers> the Jewish community , the Israel envoys and tourists coming to Turkey . "" ","Afterward , Ayalon <e15:tweeted> that he had "" Told Turk Amb that this is an intolerable situation which <e17:endangers> the Jewish community , the Israel envoys and tourists <e18:coming> to Turkey . ",situation causes endangers,,,
2010.01.12.turkey.israel,"That session came one day after Israeli Deputy Foreign Minister Danny Ayalon summoned the Turkish ambassador to <complain> about the television show that Israel <found> offensive , a spokesman for Ayalon said . ","That session <e10:came> one day after Israeli Deputy Foreign Minister Danny Ayalon <e11:summoned> the Turkish ambassador to complain about the television show that Israel <e13:found> offensive , a spokesman for Ayalon <e14:said> . ",found causes complain,,,
2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources , who did n't want to be named because it would jeopardize their jobs , <criticized> Ayalon 's <treatment> of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday . ",""" Several senior Israeli Foreign Ministry sources , who did n't <e19:want> to be named because it would jeopardize their jobs , <e22:criticized> Ayalon 's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday . ",treatment causes criticized,,,
2010.01.12.turkey.israel,But relations have <grown> testy at times in recent years over Israel 's activities in the Palestinian territories and over its Gaza <offensive> in December and January . ,But relations have <e88:grown> testy at times in recent years over Israel 's activities in the Palestinian territories and over its Gaza offensive in December and January . ,offensive causes grown,,,
2010.01.12.turkey.israel,"In a written statement , the Israeli Foreign Ministry <condemned> the <criticism> . ","In a written statement , the Israeli Foreign Ministry <e73:condemned> the criticism . ",criticism causes condemned,,,
2010.01.12.turkey.israel,But relations have <grown> testy at times in recent years over Israel 's <activities> in the Palestinian territories and over its Gaza offensive in December and January . ,But relations have <e88:grown> testy at times in recent years over Israel 's activities in the Palestinian territories and over its Gaza offensive in December and January . ,activities causes grown,,,
2010.01.12.turkey.israel,"The series "" Valley of the Wolves "" first aired in 2003 on Turkish television , followed by a 2006 movie of the same name that <stirred> controversy with its <portrayal> of American soldiers in Iraq and what some described as thinly-veiled anti-Semitism . ","The series "" Valley of the Wolves "" first <e79:aired> in 2003 on Turkish television , <e80:followed> by a 2006 movie of the same name that <e81:stirred> controversy with its portrayal of American soldiers in Iraq and what some <e82:described> as thinly-veiled anti-Semitism . ",portrayal causes stirred,,,
2010.01.13.google.china.exit,"Previously , a <search> for "" Tiananmen "" would only <return> images of the square itself . ","Previously , a search for "" Tiananmen "" would only <e4:return> images of the square itself . ",search causes return,,,
2010.01.13.google.china.exit,"The company says the <attacks> "" have led us to <conclude> that we should review the feasibility of our business operations in China . "" ","The company <e22:says> the attacks "" have <e23:led> us to <e24:conclude> that we should <e25:review> the feasibility of our business operations in China . ",attacks causes conclude,"e23, e24","e24, e25","before, before"
2010.01.13.mexico.human.traffic.drug,The claims that Maria <made> were so serious that she was asked by the Department of Homeland Security to <come> to the U.S. to tell her story . ,""" The claims that Maria <e58:made> were so serious that she was <e59:asked> by the Department of Homeland Security to come to the U.S. to tell her story . ",made causes come,e58,e59,before
2010.01.13.mexico.human.traffic.drug,""" Today girls are still going missing but their bodies are never <found> , "" Miguel Perea , a local journalist told Britain 's Channel 4 .  "" There 's no trace of them and their mothers and families of these girls -- they have n't got a clue what 's <happened> to them . "" ",""" Today girls are still going missing but their bodies are never found , "" Miguel Perea , a local journalist <e18:told> Britain 's Channel 4 .  "" There 's no trace of them and their mothers and families of these girls -- they have n't <e19:got> a clue what 's <e20:happened> to them . ",found causes happened,,,
2010.01.13.mexico.human.traffic.drug,""" Women are <sold> , they are abducted , bought and even killed by these men .  "" If these men are ever found , jail wo n't be enough to make them <pay> for the way they 've made us feel . "" ",""" Women are <e72:sold> , they are abducted , <e74:bought> and even <e75:killed> by these men .  "" If these men are ever found , jail wo n't be enough to <e77:make> them pay for the way they 've made us <e79:feel> . ",sold causes pay,"e72, e72","e74, e75","before, before"
2010.01.13.mexico.human.traffic.drug,""" Women are sold , they are abducted , <bought> and even killed by these men .  "" If these men are ever found , jail wo n't be enough to make them <pay> for the way they 've made us feel . "" ",""" Women are <e72:sold> , they are abducted , <e74:bought> and even <e75:killed> by these men .  "" If these men are ever found , jail wo n't be enough to <e77:make> them pay for the way they 've made us <e79:feel> . ",bought causes pay,,,
2010.01.13.mexico.human.traffic.drug,""" I want to <tell> the story so that in the near future , other girls do n't <go> through the same , "" Maria said . ",""" I <e68:want> to tell the story so that in the near future , other girls do n't go through the same , "" Maria <e71:said> . ",tell causes go,,,
2010.01.13.mexico.human.traffic.drug,""" Today girls are still going missing but their bodies are never <found> , "" Miguel Perea , a local journalist told Britain 's Channel 4 .  "" There 's no trace of them and their mothers and families of these girls -- they have n't <got> a clue what 's happened to them . "" ",""" Today girls are still going missing but their bodies are never found , "" Miguel Perea , a local journalist <e18:told> Britain 's Channel 4 .  "" There 's no trace of them and their mothers and families of these girls -- they have n't <e19:got> a clue what 's <e20:happened> to them . ",found causes got,,,
2010.02.03.cross.quake.resistant.housing,"In Pakistan , the <earthquake> did enormous damage , but there was still a strong national government , relatively strong local government and a strong military presence in the Pakistan army with which we could collaborate .  In Haiti those institutions were already weak and in many cases have been <destroyed> by the earthquake . ","In Pakistan , the earthquake did enormous damage , but there was still a strong national government , relatively strong local government and a strong military presence in the Pakistan army with which we could collaborate . In Haiti those institutions were already weak and in many cases have been <e106:destroyed> by the earthquake . ",earthquake causes destroyed,,,
2010.02.03.cross.quake.resistant.housing,"In Pakistan , Article 25 worked with local craftspeople to determine the best way to <build> structures that could <withstand> quakes and then helped train people to build them . ",""" In Pakistan , Article 25 <e18:worked> with local craftspeople to determine the best way to <e20:build> structures that could withstand quakes and then <e22:helped> train people to <e24:build> them . ",build causes withstand,e22,e24,before
2010.02.03.cross.quake.resistant.housing,"What we were doing there was working with local NGOs [ non-governmental organizations ] , particularly with Muslim Aid , to <identify> the most vulnerable members of the community who could most benefit from our architectural and design skills , and could n't afford to buy in their own construction expertise , and would be most marginalized and vulnerable in the future .  So we <worked> with Muslim Aid to develop a series of earthquake-resistant buildings which could then be delivered on a range of different sites . ","What we were doing there was <e44:working> with local NGOs [ non-governmental organizations ] , particularly with Muslim Aid , to identify the most vulnerable members of the community who could most benefit from our architectural and design skills , and could n't <e48:afford> to buy in their own construction expertise , and would be most marginalized and vulnerable in the future .  So we <e50:worked> with Muslim Aid to <e51:develop> a series of earthquake-resistant buildings which could then be <e52:delivered> on a range of different sites . ",identify causes worked,"e50, e51","e51, e52","before, before"
2010.02.03.cross.quake.resistant.housing,"The group , Article 25 , worked with local craftspeople to develop a <design> that could withstand earthquakes and trained them to <build> the structures . ","The group , Article 25 , <e6:worked> with local craftspeople to <e7:develop> a design that could withstand earthquakes and <e9:trained> them to <e10:build> the structures . ",build causes design,,,
2010.02.03.cross.quake.resistant.housing,"The group , Article 25 , worked with local craftspeople to <develop> a <design> that could withstand earthquakes and trained them to build the structures . ","The group , Article 25 , <e6:worked> with local craftspeople to <e7:develop> a design that could withstand earthquakes and <e9:trained> them to <e10:build> the structures . ",design causes develop,,,
2010.02.03.cross.quake.resistant.housing,"Building <design> is a way to solve that problem . ""  In Pakistan , Article 25 worked with local craftspeople to determine the best way to <build> structures that could withstand quakes and then helped train people to build them . ","Building design is a way to solve that problem . "" In Pakistan , Article 25 <e18:worked> with local craftspeople to determine the best way to <e20:build> structures that could withstand quakes and then <e22:helped> train people to <e24:build> them . ",design causes build,,,
2010.02.03.cross.quake.resistant.housing,"The group , Article 25 , worked with local craftspeople to <develop> a design that could <withstand> earthquakes and trained them to build the structures . ","The group , Article 25 , <e6:worked> with local craftspeople to <e7:develop> a design that could withstand earthquakes and <e9:trained> them to <e10:build> the structures . ",develop causes withstand,,,
2010.02.03.cross.quake.resistant.housing,"In Pakistan , Article 25 worked with local craftspeople to <determine> the best way to <build> structures that could withstand quakes and then helped train people to build them . ",""" In Pakistan , Article 25 <e18:worked> with local craftspeople to determine the best way to <e20:build> structures that could withstand quakes and then <e22:helped> train people to <e24:build> them . ",determine causes build,,,
2010.02.03.cross.quake.resistant.housing,"A good architect will never decide at a distance what the right technical approach would be , because it 's always important to <understand> the location. ...  So when we go to Haiti , the first thing we will do will be to <carry> out participation workshops with the local communities , to carry out a needs assessment but also a skills assessment ... so we design the right buildings , appropriate to the materials available and the skills that are present . ","A good architect will never decide at a distance what the right technical approach would be , because it 's always important to <e98:understand> the location ....  So when we go to Haiti , the first thing we will do will be to carry out participation workshops with the local communities , to carry out a needs assessment but also a skills assessment ... so we design the right buildings , appropriate to the materials available and the skills that are present .",understand causes carry,,,
2010.02.03.cross.quake.resistant.housing,"The group , Article 25 , worked with local craftspeople to develop a design that could <withstand> earthquakes and trained them to <build> the structures . ","The group , Article 25 , <e6:worked> with local craftspeople to <e7:develop> a design that could withstand earthquakes and <e9:trained> them to <e10:build> the structures . ",build causes withstand,,,
2010.02.03.cross.quake.resistant.housing,"I 'm sure the problem that we saw in Pakistan is shared in Haiti -- in that concrete buildings have been <built> poorly , without adequate technical supervision , and have proved very vulnerable to the earthquake .  A good architect will never <decide> at a distance what the right technical approach would be , because it 's always important to understand the location. ... ","I 'm sure the problem that we <e93:saw> in Pakistan is <e94:shared> in Haiti -- in that concrete buildings have been <e95:built> poorly , without adequate technical supervision , and have <e96:proved> very vulnerable to the earthquake .  A good architect will never decide at a distance what the right technical approach would be , because it 's always important to <e98:understand> the location .... ",decide causes built,,,
