"docid","paragraphid","sentenceid","tokenid","token","pos"
"2010.01.07.winter.weather","0","24","24",".","."
"2010.01.07.winter.weather","0","25","0","""","``"
"2010.01.07.winter.weather","0","25","1","If","IN"
"2010.01.07.winter.weather","0","25","2","we","PRP"
"2010.01.07.winter.weather","0","25","3","do","VBP"
"2010.01.07.winter.weather","0","25","4","n't","RB"
"2010.01.07.winter.weather","0","25","5","rescue","VB"
"2010.01.07.winter.weather","0","25","6","them","PRP"
"2010.01.07.winter.weather","0","25","7",",",","
"2010.01.07.winter.weather","0","25","8","they","PRP"
"2010.01.07.winter.weather","0","25","9","'ll","MD"
"2010.01.07.winter.weather","0","25","10","end","VB"
"2010.01.07.winter.weather","0","25","11","up","RP"
"2010.01.07.winter.weather","0","25","12","expiring","VBG"
"2010.01.07.winter.weather","0","25","13",".","."
"2010.01.07.winter.weather","0","25","14","""","''"
"2010.01.07.winter.weather","0","26","0","Elsewhere","RB"
"2010.01.07.winter.weather","0","26","1","Thursday","NNP"
"2010.01.07.winter.weather","0","26","2",",",","
"2010.01.07.winter.weather","0","26","3","the","DT"
"2010.01.07.winter.weather","0","26","4","high","JJ"
"2010.01.07.winter.weather","0","26","5","in","IN"
"2010.01.07.winter.weather","0","26","6","Bismarck","NNP"
"2010.01.07.winter.weather","0","26","7",",",","
"2010.01.07.winter.weather","0","26","8","North","NNP"
"2010.01.07.winter.weather","0","26","9","Dakota","NNP"
"2010.01.07.winter.weather","0","26","10",",",","
"2010.01.07.winter.weather","0","26","11","was","VBD"
"2010.01.07.winter.weather","0","26","12","around","IN"
"2010.01.07.winter.weather","0","26","13","11","CD"
"2010.01.07.winter.weather","0","26","14","degrees","NNS"
"2010.01.07.winter.weather","0","26","15","below","IN"
"2010.01.07.winter.weather","0","26","16","zero","CD"
"2010.01.07.winter.weather","0","26","17",",",","
"2010.01.07.winter.weather","0","26","18","with","IN"
"2010.01.07.winter.weather","0","26","19","a","DT"
"2010.01.07.winter.weather","0","26","20","wind","NN"
"2010.01.07.winter.weather","0","26","21","chill","NN"
"2010.01.07.winter.weather","0","26","22","of","IN"
"2010.01.07.winter.weather","0","26","23","minus","CC"
"2010.01.07.winter.weather","0","26","24","35","CD"
"2010.01.07.winter.weather","0","26","25",".","."
"2010.01.07.winter.weather","0","27","0","Forecasters","NNS"
"2010.01.07.winter.weather","0","27","1","said","VBD"
"2010.01.07.winter.weather","0","27","2","the","DT"
"2010.01.07.winter.weather","0","27","3","wind","NN"
"2010.01.07.winter.weather","0","27","4","chill","NN"
"2010.01.07.winter.weather","0","27","5","could","MD"
"2010.01.07.winter.weather","0","27","6","dip","VB"
"2010.01.07.winter.weather","0","27","7","to","TO"
"2010.01.07.winter.weather","0","27","8","52","CD"
"2010.01.07.winter.weather","0","27","9","degrees","NNS"
"2010.01.07.winter.weather","0","27","10","below","IN"
"2010.01.07.winter.weather","0","27","11","zero","CD"
"2010.01.07.winter.weather","0","27","12","overnight","RB"
"2010.01.07.winter.weather","0","27","13",".","."
"2010.01.07.winter.weather","0","28","0","Snowfall","NN"
"2010.01.07.winter.weather","0","28","1","amounts","NNS"
"2010.01.07.winter.weather","0","28","2","of","IN"
"2010.01.07.winter.weather","0","28","3","4","CD"
"2010.01.07.winter.weather","0","28","4","to","TO"
"2010.01.07.winter.weather","0","28","5","8","CD"
"2010.01.07.winter.weather","0","28","6","inches","NNS"
"2010.01.07.winter.weather","0","28","7","were","VBD"
"2010.01.07.winter.weather","0","28","8","forecast","VBN"
"2010.01.07.winter.weather","0","28","9","Thursday","NNP"
"2010.01.07.winter.weather","0","28","10","for","IN"
"2010.01.07.winter.weather","0","28","11","the","DT"
"2010.01.07.winter.weather","0","28","12","upper","JJ"
"2010.01.07.winter.weather","0","28","13","Plains","NNP"
"2010.01.07.winter.weather","0","28","14","to","TO"
"2010.01.07.winter.weather","0","28","15","the","DT"
"2010.01.07.winter.weather","0","28","16","Northeast","NNP"
"2010.01.07.winter.weather","0","28","17","and","CC"
"2010.01.07.winter.weather","0","28","18","as","IN"
"2010.01.07.winter.weather","0","28","19","far","RB"
"2010.01.07.winter.weather","0","28","20","south","RB"
"2010.01.07.winter.weather","0","28","21","as","IN"
"2010.01.07.winter.weather","0","28","22","Kentucky","NNP"
"2010.01.07.winter.weather","0","28","23","and","CC"
"2010.01.07.winter.weather","0","28","24","Tennessee","NNP"
"2010.01.07.winter.weather","0","28","25",".","."
"2010.01.07.winter.weather","0","29","0","Up","IN"
"2010.01.07.winter.weather","0","29","1","to","TO"
"2010.01.07.winter.weather","0","29","2","7","CD"
"2010.01.07.winter.weather","0","29","3","inches","NNS"
"2010.01.07.winter.weather","0","29","4","fell","VBD"
"2010.01.07.winter.weather","0","29","5","in","IN"
"2010.01.07.winter.weather","0","29","6","parts","NNS"
"2010.01.07.winter.weather","0","29","7","of","IN"
"2010.01.07.winter.weather","0","29","8","Illinois","NNP"
"2010.01.07.winter.weather","0","29","9",".","."
"2010.01.07.winter.weather","0","30","0","School","NNP"
"2010.01.07.winter.weather","0","30","1","districts","NNS"
"2010.01.07.winter.weather","0","30","2","in","IN"
"2010.01.07.winter.weather","0","30","3","Omaha","NNP"
"2010.01.07.winter.weather","0","30","4","and","CC"
"2010.01.07.winter.weather","0","30","5","Lincoln","NNP"
"2010.01.07.winter.weather","0","30","6",",",","
"2010.01.07.winter.weather","0","30","7","Nebraska","NNP"
"2010.01.07.winter.weather","0","30","8",",",","
"2010.01.07.winter.weather","0","30","9","called","VBD"
"2010.01.07.winter.weather","0","30","10","off","RP"
"2010.01.07.winter.weather","0","30","11","classes","NNS"
"2010.01.07.winter.weather","0","30","12","Thursday","NNP"
"2010.01.07.winter.weather","0","30","13","and","CC"
"2010.01.07.winter.weather","0","30","14","city","NN"
"2010.01.07.winter.weather","0","30","15","governments","NNS"
"2010.01.07.winter.weather","0","30","16","reported","VBD"
"2010.01.07.winter.weather","0","30","17","burning","VBG"
"2010.01.07.winter.weather","0","30","18","through","IN"
"2010.01.07.winter.weather","0","30","19","their","PRP$"
"2010.01.07.winter.weather","0","30","20","entire","JJ"
"2010.01.07.winter.weather","0","30","21","snow","NN"
"2010.01.07.winter.weather","0","30","22","removal","NN"
"2010.01.07.winter.weather","0","30","23","budgets","NNS"
"2010.01.07.winter.weather","0","30","24","with","IN"
"2010.01.07.winter.weather","0","30","25","a","DT"
"2010.01.07.winter.weather","0","30","26","full","JJ"
"2010.01.07.winter.weather","0","30","27","two","CD"
"2010.01.07.winter.weather","0","30","28","months","NNS"
"2010.01.07.winter.weather","0","30","29","of","IN"
"2010.01.07.winter.weather","0","30","30","winter","NN"
"2010.01.07.winter.weather","0","30","31","left","VBD"
"2010.01.07.winter.weather","0","30","32",".","."
"2010.01.07.winter.weather","0","31","0","Jeras","NNP"
"2010.01.07.winter.weather","0","31","1","said","VBD"
"2010.01.07.winter.weather","0","31","2","the","DT"
"2010.01.07.winter.weather","0","31","3","long","JJ"
"2010.01.07.winter.weather","0","31","4","stretch","NN"
"2010.01.07.winter.weather","0","31","5","of","IN"
"2010.01.07.winter.weather","0","31","6","cold","JJ"
"2010.01.07.winter.weather","0","31","7","weather","NN"
"2010.01.07.winter.weather","0","31","8","in","IN"
"2010.01.07.winter.weather","0","31","9","the","DT"
"2010.01.07.winter.weather","0","31","10","South","NNP"
"2010.01.07.winter.weather","0","31","11","is","VBZ"
"2010.01.07.winter.weather","0","31","12","""","``"
"2010.01.07.winter.weather","0","31","13","extremely","RB"
"2010.01.07.winter.weather","0","31","14","unusual","JJ"
"2010.01.07.winter.weather","0","31","15",".","."
"2010.01.07.winter.weather","0","31","16","""","''"
"2010.01.07.winter.weather","0","32","0","Dallas","NNP"
"2010.01.07.winter.weather","0","32","1",",",","
"2010.01.07.winter.weather","0","32","2","Texas","NNP"
"2010.01.07.winter.weather","0","32","3",",",","
"2010.01.07.winter.weather","0","32","4","where","WRB"
"2010.01.07.winter.weather","0","32","5","it","PRP"
"2010.01.07.winter.weather","0","32","6","was","VBD"
"2010.01.07.winter.weather","0","32","7","24","CD"
"2010.01.07.winter.weather","0","32","8","on","IN"
"2010.01.07.winter.weather","0","32","9","Thursday","NNP"
"2010.01.07.winter.weather","0","32","10",",",","
"2010.01.07.winter.weather","0","32","11","has","VBZ"
"2010.01.07.winter.weather","0","32","12","been","VBN"
"2010.01.07.winter.weather","0","32","13","experiencing","VBG"
"2010.01.07.winter.weather","0","32","14","the","DT"
"2010.01.07.winter.weather","0","32","15","longest","JJS"
"2010.01.07.winter.weather","0","32","16","stretch","NN"
"2010.01.07.winter.weather","0","32","17","of","IN"
"2010.01.07.winter.weather","0","32","18","cold","JJ"
"2010.01.07.winter.weather","0","32","19","weather","NN"
"2010.01.07.winter.weather","0","32","20","in","IN"
"2010.01.07.winter.weather","0","32","21","more","JJR"
"2010.01.07.winter.weather","0","32","22","than","IN"
"2010.01.07.winter.weather","0","32","23","a","DT"
"2010.01.07.winter.weather","0","32","24","decade","NN"
"2010.01.07.winter.weather","0","32","25",",",","
"2010.01.07.winter.weather","0","32","26","she","PRP"
"2010.01.07.winter.weather","0","32","27","said","VBD"
"2010.01.07.winter.weather","0","32","28",".","."
"2010.01.07.winter.weather","0","33","0","The","DT"
"2010.01.07.winter.weather","0","33","1","Southeast","NNP"
"2010.01.07.winter.weather","0","33","2","is","VBZ"
"2010.01.07.winter.weather","0","33","3","expected","VBN"
"2010.01.07.winter.weather","0","33","4","to","TO"
"2010.01.07.winter.weather","0","33","5","see","VB"
"2010.01.07.winter.weather","0","33","6","lower","JJR"
"2010.01.07.winter.weather","0","33","7","temperatures","NNS"
"2010.01.07.winter.weather","0","33","8","by","IN"
"2010.01.07.winter.weather","0","33","9","Saturday","NNP"
"2010.01.07.winter.weather","0","33","10",".","."
"2010.01.07.winter.weather","0","34","0","CNN","NNP"
"2010.01.07.winter.weather","0","34","1","'s","POS"
"2010.01.07.winter.weather","0","34","2","Jim","NNP"
"2010.01.07.winter.weather","0","34","3","Kavanagh","NNP"
"2010.01.07.winter.weather","0","34","4",",",","
"2010.01.07.winter.weather","0","34","5","Craig","NNP"
"2010.01.07.winter.weather","0","34","6","Johnson","NNP"
"2010.01.07.winter.weather","0","34","7","and","CC"
"2010.01.07.winter.weather","0","34","8","Ed","NNP"
"2010.01.07.winter.weather","0","34","9","Payne","NNP"
"2010.01.07.winter.weather","0","34","10","contributed","VBD"
"2010.01.07.winter.weather","0","34","11","to","TO"
"2010.01.07.winter.weather","0","34","12","this","DT"
"2010.01.07.winter.weather","0","34","13","report","NN"
"2010.01.07.winter.weather","0","34","14",".","."
"2010.01.08.facebook.bra.color","0","0","0","Facebook","NNP"
"2010.01.08.facebook.bra.color","0","0","1","took","VBD"
"2010.01.08.facebook.bra.color","0","0","2","a","DT"
"2010.01.08.facebook.bra.color","0","0","3","colorful","JJ"
"2010.01.08.facebook.bra.color","0","0","4","turn","NN"
"2010.01.08.facebook.bra.color","0","0","5","this","DT"
"2010.01.08.facebook.bra.color","0","0","6","week","NN"
"2010.01.08.facebook.bra.color","0","0","7",",",","
"2010.01.08.facebook.bra.color","0","0","8","when","WRB"
"2010.01.08.facebook.bra.color","0","0","9","its","PRP$"
"2010.01.08.facebook.bra.color","0","0","10","female","JJ"
"2010.01.08.facebook.bra.color","0","0","11","users","NNS"
"2010.01.08.facebook.bra.color","0","0","12","began","VBD"
"2010.01.08.facebook.bra.color","0","0","13","posting","VBG"
"2010.01.08.facebook.bra.color","0","0","14","cryptic","JJ"
"2010.01.08.facebook.bra.color","0","0","15","status","NN"
"2010.01.08.facebook.bra.color","0","0","16","updates","NNS"
"2010.01.08.facebook.bra.color","0","0","17",".","."
"2010.01.08.facebook.bra.color","0","1","0","""","``"
"2010.01.08.facebook.bra.color","0","1","1","Beige","NNP"
"2010.01.08.facebook.bra.color","0","1","2",",",","
"2010.01.08.facebook.bra.color","0","1","3","""","''"
"2010.01.08.facebook.bra.color","0","1","4","""","``"
"2010.01.08.facebook.bra.color","0","1","5","sexy","JJ"
"2010.01.08.facebook.bra.color","0","1","6","black","NN"
"2010.01.08.facebook.bra.color","0","1","7","and","CC"
"2010.01.08.facebook.bra.color","0","1","8","gold","NN"
"2010.01.08.facebook.bra.color","0","1","9",",",","
"2010.01.08.facebook.bra.color","0","1","10","""","''"
"2010.01.08.facebook.bra.color","0","1","11","""","``"
"2010.01.08.facebook.bra.color","0","1","12","crimson","JJ"
"2010.01.08.facebook.bra.color","0","1","13","red","NN"
"2010.01.08.facebook.bra.color","0","1","14",",",","
"2010.01.08.facebook.bra.color","0","1","15","""","''"
"2010.01.08.facebook.bra.color","0","1","16","""","``"
"2010.01.08.facebook.bra.color","0","1","17","turquoise","NN"
"2010.01.08.facebook.bra.color","0","1","18",",",","
"2010.01.08.facebook.bra.color","0","1","19","""","''"
"2010.01.08.facebook.bra.color","0","1","20","""","``"
"2010.01.08.facebook.bra.color","0","1","21","nude","JJ"
"2010.01.08.facebook.bra.color","0","1","22","with","IN"
"2010.01.08.facebook.bra.color","0","1","23","a","DT"
"2010.01.08.facebook.bra.color","0","1","24","lot","NN"
"2010.01.08.facebook.bra.color","0","1","25","of","IN"
"2010.01.08.facebook.bra.color","0","1","26","padding","NN"
"2010.01.08.facebook.bra.color","0","1","27",",",","
"2010.01.08.facebook.bra.color","0","1","28","""","''"
"2010.01.08.facebook.bra.color","0","1","29","read","VB"
"2010.01.08.facebook.bra.color","0","1","30","some","DT"
"2010.01.08.facebook.bra.color","0","1","31",".","."
"2010.01.08.facebook.bra.color","0","2","0","The","DT"
"2010.01.08.facebook.bra.color","0","2","1","color","NN"
"2010.01.08.facebook.bra.color","0","2","2","scheme","NN"
"2010.01.08.facebook.bra.color","0","2","3","has","VBZ"
"2010.01.08.facebook.bra.color","0","2","4","left","VBN"
"2010.01.08.facebook.bra.color","0","2","5","male","JJ"
"2010.01.08.facebook.bra.color","0","2","6","users","NNS"
"2010.01.08.facebook.bra.color","0","2","7","scratching","VBG"
"2010.01.08.facebook.bra.color","0","2","8","their","PRP$"
"2010.01.08.facebook.bra.color","0","2","9","heads","NNS"
"2010.01.08.facebook.bra.color","0","2","10","and","CC"
"2010.01.08.facebook.bra.color","0","2","11","asking","VBG"
"2010.01.08.facebook.bra.color","0","2","12","""","``"
"2010.01.08.facebook.bra.color","0","2","13","Huh","NNP"
"2010.01.08.facebook.bra.color","0","2","14","?","."
"2010.01.08.facebook.bra.color","0","2","15","""","''"
"2010.01.08.facebook.bra.color","0","3","0","So","RB"
"2010.01.08.facebook.bra.color","0","3","1",",",","
"2010.01.08.facebook.bra.color","0","3","2","what","WP"
"2010.01.08.facebook.bra.color","0","3","3","is","VBZ"
"2010.01.08.facebook.bra.color","0","3","4","behind","IN"
"2010.01.08.facebook.bra.color","0","3","5","the","DT"
"2010.01.08.facebook.bra.color","0","3","6","trend","NN"
"2010.01.08.facebook.bra.color","0","3","7","?","."
"2010.01.08.facebook.bra.color","0","4","0","It","PRP"
"2010.01.08.facebook.bra.color","0","4","1","'s","VBZ"
"2010.01.08.facebook.bra.color","0","4","2","all","DT"
"2010.01.08.facebook.bra.color","0","4","3","part","NN"
"2010.01.08.facebook.bra.color","0","4","4","of","IN"
"2010.01.08.facebook.bra.color","0","4","5","an","DT"
"2010.01.08.facebook.bra.color","0","4","6","effort","NN"
"2010.01.08.facebook.bra.color","0","4","7","to","TO"
"2010.01.08.facebook.bra.color","0","4","8","raise","VB"
"2010.01.08.facebook.bra.color","0","4","9","awareness","NN"
"2010.01.08.facebook.bra.color","0","4","10","for","IN"
"2010.01.08.facebook.bra.color","0","4","11","breast","NN"
"2010.01.08.facebook.bra.color","0","4","12","cancer","NN"
"2010.01.08.facebook.bra.color","0","4","13","by","IN"
"2010.01.08.facebook.bra.color","0","4","14","asking","VBG"
"2010.01.08.facebook.bra.color","0","4","15","women","NNS"
"2010.01.08.facebook.bra.color","0","4","16","to","TO"
"2010.01.08.facebook.bra.color","0","4","17","post","VB"
"2010.01.08.facebook.bra.color","0","4","18","the","DT"
"2010.01.08.facebook.bra.color","0","4","19","color","NN"
"2010.01.08.facebook.bra.color","0","4","20","of","IN"
"2010.01.08.facebook.bra.color","0","4","21","the","DT"
"2010.01.08.facebook.bra.color","0","4","22","bra","NN"
"2010.01.08.facebook.bra.color","0","4","23","they","PRP"
"2010.01.08.facebook.bra.color","0","4","24","'re","VBP"
"2010.01.08.facebook.bra.color","0","4","25","wearing","VBG"
"2010.01.08.facebook.bra.color","0","4","26",".","."
"2010.01.08.facebook.bra.color","0","5","0","Female","JJ"
"2010.01.08.facebook.bra.color","0","5","1","Facebookers","NNS"
"2010.01.08.facebook.bra.color","0","5","2","started","VBD"
"2010.01.08.facebook.bra.color","0","5","3","catching","VBG"
"2010.01.08.facebook.bra.color","0","5","4","on","IN"
"2010.01.08.facebook.bra.color","0","5","5","this","DT"
"2010.01.08.facebook.bra.color","0","5","6","week","NN"
"2010.01.08.facebook.bra.color","0","5","7","as","IN"
"2010.01.08.facebook.bra.color","0","5","8","a","DT"
"2010.01.08.facebook.bra.color","0","5","9","message","NN"
"2010.01.08.facebook.bra.color","0","5","10","made","VBD"
"2010.01.08.facebook.bra.color","0","5","11","its","PRP$"
"2010.01.08.facebook.bra.color","0","5","12","rounds","NNS"
"2010.01.08.facebook.bra.color","0","5","13","through","IN"
"2010.01.08.facebook.bra.color","0","5","14","the","DT"
"2010.01.08.facebook.bra.color","0","5","15","inboxes","NNS"
"2010.01.08.facebook.bra.color","0","5","16","of","IN"
"2010.01.08.facebook.bra.color","0","5","17","the","DT"
"2010.01.08.facebook.bra.color","0","5","18","social","JJ"
"2010.01.08.facebook.bra.color","0","5","19","media","NNS"
"2010.01.08.facebook.bra.color","0","5","20","network","NN"
"2010.01.08.facebook.bra.color","0","5","21",".","."
"2010.01.08.facebook.bra.color","0","6","0","""","``"
"2010.01.08.facebook.bra.color","0","6","1","We","PRP"
"2010.01.08.facebook.bra.color","0","6","2","are","VBP"
"2010.01.08.facebook.bra.color","0","6","3","playing","VBG"
"2010.01.08.facebook.bra.color","0","6","4","a","DT"
"2010.01.08.facebook.bra.color","0","6","5","game","NN"
"2010.01.08.facebook.bra.color","0","6","6","for","IN"
"2010.01.08.facebook.bra.color","0","6","7","Breast","NNP"
"2010.01.08.facebook.bra.color","0","6","8","Cancer","NNP"
"2010.01.08.facebook.bra.color","0","6","9","Awareness","NNP"
"2010.01.08.facebook.bra.color","0","6","10",",",","
"2010.01.08.facebook.bra.color","0","6","11","""","''"
"2010.01.08.facebook.bra.color","0","6","12","one","CD"
"2010.01.08.facebook.bra.color","0","6","13","form","NN"
"2010.01.08.facebook.bra.color","0","6","14","of","IN"
"2010.01.08.facebook.bra.color","0","6","15","the","DT"
"2010.01.08.facebook.bra.color","0","6","16","message","NN"
"2010.01.08.facebook.bra.color","0","6","17","read","NN"
"2010.01.08.facebook.bra.color","0","6","18",".","."
"2010.01.08.facebook.bra.color","0","7","0","""","``"
"2010.01.08.facebook.bra.color","0","7","1","Write","IN"
"2010.01.08.facebook.bra.color","0","7","2","the","DT"
"2010.01.08.facebook.bra.color","0","7","3","color","NN"
"2010.01.08.facebook.bra.color","0","7","4","of","IN"
"2010.01.08.facebook.bra.color","0","7","5","your","PRP$"
"2010.01.08.facebook.bra.color","0","7","6","bra","NN"
"2010.01.08.facebook.bra.color","0","7","7","as","IN"
"2010.01.08.facebook.bra.color","0","7","8","your","PRP$"
"2010.01.08.facebook.bra.color","0","7","9","status","NN"
"2010.01.08.facebook.bra.color","0","7","10","--",":"
"2010.01.08.facebook.bra.color","0","7","11","just","RB"
"2010.01.08.facebook.bra.color","0","7","12","the","DT"
"2010.01.08.facebook.bra.color","0","7","13","color","NN"
"2010.01.08.facebook.bra.color","0","7","14",",",","
"2010.01.08.facebook.bra.color","0","7","15","nothing","NN"
"2010.01.08.facebook.bra.color","0","7","16","else","RB"
"2010.01.08.facebook.bra.color","0","7","17","!!","NN"
"2010.01.08.facebook.bra.color","0","8","0","Copy","NNP"
"2010.01.08.facebook.bra.color","0","8","1","this","DT"
"2010.01.08.facebook.bra.color","0","8","2","and","CC"
"2010.01.08.facebook.bra.color","0","8","3","pass","VB"
"2010.01.08.facebook.bra.color","0","8","4","it","PRP"
"2010.01.08.facebook.bra.color","0","8","5","on","IN"
"2010.01.08.facebook.bra.color","0","8","6","to","TO"
"2010.01.08.facebook.bra.color","0","8","7","all","DT"
"2010.01.08.facebook.bra.color","0","8","8","girls","NNS"
"2010.01.08.facebook.bra.color","0","8","9","--",":"
"2010.01.08.facebook.bra.color","0","8","10","NO","DT"
"2010.01.08.facebook.bra.color","0","8","11","MEN","NNP"
"2010.01.08.facebook.bra.color","0","8","12","!!","NN"
"2010.01.08.facebook.bra.color","0","9","0","This","DT"
"2010.01.08.facebook.bra.color","0","9","1","will","MD"
"2010.01.08.facebook.bra.color","0","9","2","be","VB"
"2010.01.08.facebook.bra.color","0","9","3","fun","NN"
"2010.01.08.facebook.bra.color","0","9","4","to","TO"
"2010.01.08.facebook.bra.color","0","9","5","see","VB"
"2010.01.08.facebook.bra.color","0","9","6","how","WRB"
"2010.01.08.facebook.bra.color","0","9","7","it","PRP"
"2010.01.08.facebook.bra.color","0","9","8","spreads","VBZ"
"2010.01.08.facebook.bra.color","0","9","9",".","."
"2010.01.08.facebook.bra.color","0","9","10","""","``"
"2010.01.08.facebook.bra.color","0","10","0","By","IN"
"2010.01.08.facebook.bra.color","0","10","1","Friday","NNP"
"2010.01.08.facebook.bra.color","0","10","2",",",","
"2010.01.08.facebook.bra.color","0","10","3","all","PDT"
"2010.01.08.facebook.bra.color","0","10","4","the","DT"
"2010.01.08.facebook.bra.color","0","10","5","colors","NNS"
"2010.01.08.facebook.bra.color","0","10","6","of","IN"
"2010.01.08.facebook.bra.color","0","10","7","the","DT"
"2010.01.08.facebook.bra.color","0","10","8","Victoria","NNP"
"2010.01.08.facebook.bra.color","0","10","9","'s","POS"
"2010.01.08.facebook.bra.color","0","10","10","Secret","JJ"
"2010.01.08.facebook.bra.color","0","10","11","rainbow","NN"
"2010.01.08.facebook.bra.color","0","10","12","were","VBD"
"2010.01.08.facebook.bra.color","0","10","13","present","JJ"
"2010.01.08.facebook.bra.color","0","10","14","in","IN"
"2010.01.08.facebook.bra.color","0","10","15","users","NNS"
"2010.01.08.facebook.bra.color","0","10","16","'","POS"
"2010.01.08.facebook.bra.color","0","10","17","news","NN"
"2010.01.08.facebook.bra.color","0","10","18","feeds","VBZ"
"2010.01.08.facebook.bra.color","0","10","19","when","WRB"
"2010.01.08.facebook.bra.color","0","10","20","they","PRP"
"2010.01.08.facebook.bra.color","0","10","21","logged","VBD"
"2010.01.08.facebook.bra.color","0","10","22","in","IN"
"2010.01.08.facebook.bra.color","0","10","23",".","."
"2010.01.08.facebook.bra.color","0","11","0","A","DT"
"2010.01.08.facebook.bra.color","0","11","1","spokeswoman","NN"
"2010.01.08.facebook.bra.color","0","11","2","for","IN"
"2010.01.08.facebook.bra.color","0","11","3","Facebook","NNP"
"2010.01.08.facebook.bra.color","0","11","4","said","VBD"
"2010.01.08.facebook.bra.color","0","11","5","it","PRP"
"2010.01.08.facebook.bra.color","0","11","6","'s","VBZ"
"2010.01.08.facebook.bra.color","0","11","7","not","RB"
"2010.01.08.facebook.bra.color","0","11","8","clear","JJ"
"2010.01.08.facebook.bra.color","0","11","9","where","WRB"
"2010.01.08.facebook.bra.color","0","11","10","or","CC"
"2010.01.08.facebook.bra.color","0","11","11","how","WRB"
"2010.01.08.facebook.bra.color","0","11","12","the","DT"
"2010.01.08.facebook.bra.color","0","11","13","message","NN"
"2010.01.08.facebook.bra.color","0","11","14","started","VBD"
"2010.01.08.facebook.bra.color","0","11","15",",",","
"2010.01.08.facebook.bra.color","0","11","16","calling","VBG"
"2010.01.08.facebook.bra.color","0","11","17","it","PRP"
"2010.01.08.facebook.bra.color","0","11","18","an","DT"
"2010.01.08.facebook.bra.color","0","11","19","example","NN"
"2010.01.08.facebook.bra.color","0","11","20","of","IN"
"2010.01.08.facebook.bra.color","0","11","21","a","DT"
"2010.01.08.facebook.bra.color","0","11","22","grass-roots","JJ"
"2010.01.08.facebook.bra.color","0","11","23","movement","NN"
"2010.01.08.facebook.bra.color","0","11","24","beginning","VBG"
"2010.01.08.facebook.bra.color","0","11","25","on","IN"
"2010.01.08.facebook.bra.color","0","11","26","the","DT"
"2010.01.08.facebook.bra.color","0","11","27","social","JJ"
"2010.01.08.facebook.bra.color","0","11","28","networking","NN"
"2010.01.08.facebook.bra.color","0","11","29","site","NN"
"2010.01.08.facebook.bra.color","0","11","30",".","."
"2010.01.08.facebook.bra.color","0","12","0","""","``"
"2010.01.08.facebook.bra.color","0","12","1","What","WP"
"2010.01.08.facebook.bra.color","0","12","2","is","VBZ"
"2010.01.08.facebook.bra.color","0","12","3","particularly","RB"
"2010.01.08.facebook.bra.color","0","12","4","unique","JJ"
"2010.01.08.facebook.bra.color","0","12","5","about","IN"
"2010.01.08.facebook.bra.color","0","12","6","this","DT"
"2010.01.08.facebook.bra.color","0","12","7","grass-roots","JJ"
"2010.01.08.facebook.bra.color","0","12","8","campaign","NN"
"2010.01.08.facebook.bra.color","0","12","9","is","VBZ"
"2010.01.08.facebook.bra.color","0","12","10","that","IN"
"2010.01.08.facebook.bra.color","0","12","11","it","PRP"
"2010.01.08.facebook.bra.color","0","12","12","seems","VBZ"
"2010.01.08.facebook.bra.color","0","12","13","to","TO"
"2010.01.08.facebook.bra.color","0","12","14","have","VB"
"2010.01.08.facebook.bra.color","0","12","15","been","VBN"
"2010.01.08.facebook.bra.color","0","12","16","started","VBN"
"2010.01.08.facebook.bra.color","0","12","17","by","IN"
"2010.01.08.facebook.bra.color","0","12","18","a","DT"
"2010.01.08.facebook.bra.color","0","12","19","user","NN"
"2010.01.08.facebook.bra.color","0","12","20","or","CC"
"2010.01.08.facebook.bra.color","0","12","21","group","NN"
"2010.01.08.facebook.bra.color","0","12","22","of","IN"
"2010.01.08.facebook.bra.color","0","12","23","users","NNS"
"2010.01.08.facebook.bra.color","0","12","24",",",","
"2010.01.08.facebook.bra.color","0","12","25","as","IN"
"2010.01.08.facebook.bra.color","0","12","26","opposed","VBN"
"2010.01.08.facebook.bra.color","0","12","27","to","TO"
"2010.01.08.facebook.bra.color","0","12","28","an","DT"
"2010.01.08.facebook.bra.color","0","12","29","official","JJ"
"2010.01.08.facebook.bra.color","0","12","30","entity","NN"
"2010.01.08.facebook.bra.color","0","12","31",",",","
"2010.01.08.facebook.bra.color","0","12","32","and","CC"
"2010.01.08.facebook.bra.color","0","12","33","spread","VBD"
"2010.01.08.facebook.bra.color","0","12","34","virally","RB"
"2010.01.08.facebook.bra.color","0","12","35","throughout","IN"
"2010.01.08.facebook.bra.color","0","12","36","Facebook","NNP"
"2010.01.08.facebook.bra.color","0","12","37",",",","
"2010.01.08.facebook.bra.color","0","12","38","""","''"
"2010.01.08.facebook.bra.color","0","12","39","Facebook","NNP"
"2010.01.08.facebook.bra.color","0","12","40","'s","POS"
"2010.01.08.facebook.bra.color","0","12","41","Malorie","NNP"
"2010.01.08.facebook.bra.color","0","12","42","Lucich","NNP"
"2010.01.08.facebook.bra.color","0","12","43","said","VBD"
"2010.01.08.facebook.bra.color","0","12","44",".","."
"2010.01.08.facebook.bra.color","0","13","0","""","``"
"2010.01.08.facebook.bra.color","0","13","1","It","PRP"
"2010.01.08.facebook.bra.color","0","13","2","'s","VBZ"
"2010.01.08.facebook.bra.color","0","13","3","an","DT"
"2010.01.08.facebook.bra.color","0","13","4","ideal","JJ"
"2010.01.08.facebook.bra.color","0","13","5","example","NN"
"2010.01.08.facebook.bra.color","0","13","6","of","IN"
